experiment,workflow,startedAt,finishedAt,duration,resourcesDuration_cpu,resourcesDuration_memory
script_opt_10_overlap_cost_100,sqlflow-f5blb,2021-06-30T20:16:48Z,2021-06-30T20:19:44Z,176,324.0,324.0
script_opt_10_overlap_cost_100,sqlflow-4mhtq,2021-06-30T20:20:11Z,2021-06-30T20:22:38Z,147,269.0,269.0
script_opt_10_overlap_cost_100,sqlflow-rbp8c,2021-06-30T20:22:32Z,2021-06-30T20:23:07Z,35,49.0,49.0
script_base_6_overlap_cost_50,sqlflow-svk4k,2021-06-30T21:39:00Z,2021-06-30T21:39:10Z,10,3.0,3.0
script_base_6_overlap_cost_50,sqlflow-krmq4,2021-06-30T21:41:52Z,2021-06-30T21:44:40Z,168,306.0,306.0
script_base_6_overlap_cost_50,sqlflow-wp265,2021-06-30T21:39:06Z,2021-06-30T21:41:58Z,172,320.0,320.0
script_base_6_overlap_cost_50,sqlflow-zwr4r,2021-06-30T21:38:50Z,2021-06-30T21:39:00Z,10,5.0,5.0
script_base_6_overlap_cost_50,sqlflow-88hfb,2021-06-30T21:44:33Z,2021-06-30T21:45:07Z,34,47.0,47.0
script_opt_1_overlap_cost_150,sqlflow-7vzkj,2021-06-30T17:03:35Z,2021-06-30T17:09:04Z,329,634.0,634.0
script_opt_1_overlap_cost_150,sqlflow-9cb55,2021-06-30T16:57:55Z,2021-06-30T16:58:05Z,10,1.0,1.0
script_opt_1_overlap_cost_150,sqlflow-kcg6q,2021-06-30T17:08:56Z,2021-06-30T17:09:31Z,35,41.0,41.0
script_opt_1_overlap_cost_150,sqlflow-zchsc,2021-06-30T16:58:01Z,2021-06-30T17:03:42Z,341,658.0,658.0
script_opt_1_overlap_cost_150,sqlflow-6nnbz,2021-06-30T16:57:50Z,2021-06-30T16:58:00Z,10,1.0,1.0
