experiment,workflow,startedAt,finishedAt,duration,resourcesDuration_cpu,resourcesDuration_memory
script_opt_5_overlap_cost_150,sqlflow-hrwvj,2021-06-28T19:55:00Z,2021-06-28T20:00:51Z,351,678.0,678.0
script_opt_5_overlap_cost_150,sqlflow-hw895,2021-06-28T20:06:14Z,2021-06-28T20:06:50Z,36,48.0,48.0
script_opt_5_overlap_cost_150,sqlflow-6zkpd,2021-06-28T20:06:42Z,2021-06-28T20:09:52Z,190,356.0,356.0
script_opt_5_overlap_cost_150,sqlflow-9lvvc,2021-06-28T20:09:47Z,2021-06-28T20:10:23Z,36,49.0,49.0
script_opt_3_order_cost_50,sqlflow-nhwc7,2021-06-29T14:28:47Z,2021-06-29T14:33:38Z,291,557.0,557.0
script_opt_3_order_cost_50,sqlflow-tvmwr,2021-06-29T14:35:18Z,2021-06-29T14:35:57Z,39,52.0,52.0
script_opt_3_order_cost_50,sqlflow-zvhzv,2021-06-29T14:28:41Z,2021-06-29T14:28:51Z,10,2.0,2.0
script_opt_3_order_cost_50,sqlflow-5gvwn,2021-06-29T14:34:36Z,2021-06-29T14:35:16Z,40,51.0,51.0
script_opt_3_order_cost_50,sqlflow-46sq6,2021-06-29T14:35:50Z,2021-06-29T14:36:00Z,10,7.0,7.0
script_opt_3_order_cost_50,sqlflow-zq57q,2021-06-29T14:28:35Z,2021-06-29T14:28:45Z,10,1.0,1.0
script_opt_3_order_cost_50,sqlflow-xwlf5,2021-06-29T14:35:11Z,2021-06-29T14:35:21Z,10,5.0,5.0
script_opt_3_order_cost_50,sqlflow-hw25w,2021-06-29T14:33:34Z,2021-06-29T14:34:06Z,32,30.0,30.0
script_opt_3_order_cost_50,sqlflow-7nwhd,2021-06-29T14:34:05Z,2021-06-29T14:34:36Z,31,33.0,33.0
script_opt_3_order_cost_50,sqlflow-s2pfh,2021-06-29T14:34:30Z,2021-06-29T14:34:40Z,10,1.0,1.0
script_opt_3_order_cost_50,sqlflow-m4t9g,2021-06-29T14:33:58Z,2021-06-29T14:34:08Z,10,2.0,2.0
script_opt_1_overlap_cost_50,sqlflow-7pmnd,2021-06-29T14:18:34Z,2021-06-29T14:18:44Z,10,2.0,2.0
script_opt_1_overlap_cost_50,sqlflow-7wld7,2021-06-29T14:18:40Z,2021-06-29T14:21:58Z,198,371.0,371.0
script_opt_1_overlap_cost_50,sqlflow-86gqt,2021-06-29T14:18:26Z,2021-06-29T14:18:36Z,10,6.0,6.0
script_base_1_overlap_cost_100,sqlflow-n47x4,2021-06-28T20:27:33Z,2021-06-28T20:33:09Z,336,649.0,649.0
script_base_1_overlap_cost_100,sqlflow-gmk2h,2021-06-28T20:27:27Z,2021-06-28T20:27:37Z,10,2.0,2.0
script_base_1_overlap_cost_100,sqlflow-d9xkn,2021-06-28T20:33:02Z,2021-06-28T20:36:26Z,204,383.0,383.0
script_base_1_overlap_cost_100,sqlflow-jnn6c,2021-06-28T20:36:19Z,2021-06-28T20:36:53Z,34,46.0,46.0
script_base_1_overlap_cost_100,sqlflow-drknh,2021-06-28T20:27:21Z,2021-06-28T20:27:31Z,10,2.0,2.0
script_opt_2_order_cost_100,sqlflow-vrxln,2021-06-28T21:57:43Z,2021-06-28T21:57:53Z,10,2.0,2.0
script_opt_2_order_cost_100,sqlflow-nn8lw,2021-06-28T21:57:48Z,2021-06-28T22:01:37Z,229,431.0,431.0
script_opt_2_order_cost_100,sqlflow-p8wtv,2021-06-28T21:52:00Z,2021-06-28T21:55:37Z,217,412.0,412.0
script_opt_2_order_cost_100,sqlflow-74mwj,2021-06-28T21:51:55Z,2021-06-28T21:52:05Z,10,1.0,1.0
script_opt_2_order_cost_100,sqlflow-x954k,2021-06-28T21:56:18Z,2021-06-28T21:57:20Z,62,101.0,101.0
script_opt_2_order_cost_100,sqlflow-8jz44,2021-06-28T21:57:25Z,2021-06-28T21:57:51Z,26,29.0,29.0
script_opt_2_order_cost_100,sqlflow-92hq5,2021-06-28T22:01:31Z,2021-06-28T22:02:49Z,78,128.0,128.0
script_opt_2_order_cost_100,sqlflow-5nnjv,2021-06-28T21:57:13Z,2021-06-28T21:57:23Z,10,14.0,14.0
script_opt_2_order_cost_100,sqlflow-zth4z,2021-06-28T21:55:31Z,2021-06-28T21:56:14Z,43,62.0,62.0
script_opt_2_order_cost_100,sqlflow-4k55q,2021-06-28T21:56:08Z,2021-06-28T21:56:18Z,10,12.0,12.0
script_opt_2_order_cost_100,sqlflow-vk6df,2021-06-28T21:51:50Z,2021-06-28T21:52:00Z,10,1.0,1.0
script_base_3_overlap_cost_150,sqlflow-kwdwb,2021-06-28T14:14:34Z,2021-06-28T14:14:44Z,10,1.0,1.0
script_base_3_overlap_cost_150,sqlflow-7lwpl,2021-06-28T14:21:24Z,2021-06-28T14:23:54Z,150,274.0,274.0
script_base_3_overlap_cost_150,sqlflow-bmxqw,2021-06-28T14:23:47Z,2021-06-28T14:24:21Z,34,46.0,46.0
script_base_3_overlap_cost_150,sqlflow-lr8wb,2021-06-28T14:14:45Z,2021-06-28T14:21:27Z,402,777.0,777.0
script_base_3_overlap_cost_150,sqlflow-222wm,2021-06-28T14:24:15Z,2021-06-28T14:29:56Z,341,656.0,656.0
script_base_3_overlap_cost_150,sqlflow-w845v,2021-06-28T14:14:40Z,2021-06-28T14:14:50Z,10,2.0,2.0
script_base_3_overlap_cost_150,sqlflow-p6bqf,2021-06-28T14:29:50Z,2021-06-28T14:30:23Z,33,43.0,43.0
script_opt_7_overlap_cost_100,sqlflow-8wv2w,2021-06-29T21:12:23Z,2021-06-29T21:16:28Z,245,466.0,466.0
script_opt_7_overlap_cost_100,sqlflow-k659l,2021-06-29T21:12:18Z,2021-06-29T21:12:28Z,10,1.0,1.0
script_opt_7_overlap_cost_100,sqlflow-jldcf,2021-06-29T21:19:30Z,2021-06-29T21:20:04Z,34,44.0,44.0
script_opt_7_overlap_cost_100,sqlflow-7xtkf,2021-06-29T21:12:14Z,2021-06-29T21:12:24Z,10,2.0,2.0
script_opt_7_overlap_cost_100,sqlflow-shvxb,2021-06-29T21:16:21Z,2021-06-29T21:19:37Z,196,365.0,365.0
script_opt_3_overlap_cost_100,sqlflow-cnltn,2021-06-29T12:42:53Z,2021-06-29T12:45:14Z,141,260.0,260.0
script_opt_3_overlap_cost_100,sqlflow-xr76n,2021-06-29T12:49:36Z,2021-06-29T12:52:17Z,161,298.0,298.0
script_opt_3_overlap_cost_100,sqlflow-jbknx,2021-06-29T12:42:47Z,2021-06-29T12:42:57Z,10,1.0,1.0
script_opt_3_overlap_cost_100,sqlflow-tllcm,2021-06-29T12:49:12Z,2021-06-29T12:49:44Z,32,41.0,41.0
script_opt_3_overlap_cost_100,sqlflow-k6w5g,2021-06-29T12:52:10Z,2021-06-29T12:52:43Z,33,43.0,43.0
script_opt_3_overlap_cost_100,sqlflow-8sp52,2021-06-29T12:42:42Z,2021-06-29T12:42:52Z,10,1.0,1.0
script_opt_3_overlap_cost_100,sqlflow-wpblf,2021-06-29T12:45:07Z,2021-06-29T12:49:18Z,251,477.0,477.0
script_opt_3_order_cost_100,sqlflow-c9kx6,2021-06-29T12:41:24Z,2021-06-29T12:41:53Z,29,34.0,34.0
script_opt_3_order_cost_100,sqlflow-bggb9,2021-06-29T12:40:49Z,2021-06-29T12:40:59Z,10,2.0,2.0
script_opt_3_order_cost_100,sqlflow-5pp8q,2021-06-29T12:41:45Z,2021-06-29T12:41:55Z,10,5.0,5.0
script_opt_3_order_cost_100,sqlflow-hhfc4,2021-06-29T12:33:47Z,2021-06-29T12:33:57Z,10,1.0,1.0
script_opt_3_order_cost_100,sqlflow-5ckqt,2021-06-29T12:41:18Z,2021-06-29T12:41:28Z,10,3.0,3.0
script_opt_3_order_cost_100,sqlflow-kd2zl,2021-06-29T12:33:36Z,2021-06-29T12:33:46Z,10,5.0,5.0
script_opt_3_order_cost_100,sqlflow-gjd6f,2021-06-29T12:40:55Z,2021-06-29T12:41:26Z,31,39.0,39.0
script_opt_3_order_cost_100,sqlflow-z87cc,2021-06-29T12:42:24Z,2021-06-29T12:42:34Z,10,9.0,9.0
script_opt_3_order_cost_100,sqlflow-lcwdg,2021-06-29T12:40:33Z,2021-06-29T12:40:56Z,23,22.0,22.0
script_opt_3_order_cost_100,sqlflow-rghgl,2021-06-29T12:41:53Z,2021-06-29T12:42:31Z,38,50.0,50.0
script_opt_3_order_cost_100,sqlflow-mzwvx,2021-06-29T12:33:52Z,2021-06-29T12:40:40Z,408,791.0,791.0
script_base_7_overlap_cost_150,sqlflow-9fgjb,2021-06-29T16:32:15Z,2021-06-29T16:32:49Z,34,44.0,44.0
script_base_7_overlap_cost_150,sqlflow-bwzbc,2021-06-29T16:18:18Z,2021-06-29T16:22:29Z,251,473.0,473.0
script_base_7_overlap_cost_150,sqlflow-jdmtz,2021-06-29T16:25:38Z,2021-06-29T16:26:12Z,34,44.0,44.0
script_base_7_overlap_cost_150,sqlflow-9pvx5,2021-06-29T16:22:22Z,2021-06-29T16:25:43Z,201,380.0,380.0
script_base_7_overlap_cost_150,sqlflow-hfjl4,2021-06-29T16:18:12Z,2021-06-29T16:18:22Z,10,3.0,3.0
script_base_7_overlap_cost_150,sqlflow-gbzn7,2021-06-29T16:18:02Z,2021-06-29T16:18:12Z,10,5.0,5.0
script_base_7_overlap_cost_150,sqlflow-g42jd,2021-06-29T16:26:05Z,2021-06-29T16:32:18Z,373,725.0,725.0
script_opt_8_overlap_cost_100,sqlflow-qpmrs,2021-06-30T08:20:21Z,2021-06-30T08:23:15Z,174,324.0,324.0
script_opt_8_overlap_cost_100,sqlflow-5sb56,2021-06-30T08:25:54Z,2021-06-30T08:26:32Z,38,49.0,49.0
script_opt_8_overlap_cost_100,sqlflow-tzck5,2021-06-30T08:23:40Z,2021-06-30T08:26:01Z,141,258.0,258.0
script_opt_8_overlap_cost_100,sqlflow-p9tnq,2021-06-30T08:16:43Z,2021-06-30T08:16:53Z,10,2.0,2.0
script_opt_8_overlap_cost_100,sqlflow-sskhx,2021-06-30T08:16:38Z,2021-06-30T08:16:48Z,10,2.0,2.0
script_opt_8_overlap_cost_100,sqlflow-xb6qs,2021-06-30T08:23:11Z,2021-06-30T08:23:47Z,36,49.0,49.0
script_opt_8_overlap_cost_100,sqlflow-4dhgl,2021-06-30T08:16:49Z,2021-06-30T08:20:26Z,217,409.0,409.0
script_opt_4_order_cost_50,sqlflow-4f246,2021-06-29T14:41:47Z,2021-06-29T14:41:57Z,10,2.0,2.0
script_opt_4_order_cost_50,sqlflow-4b94r,2021-06-29T14:44:37Z,2021-06-29T14:44:47Z,10,6.0,6.0
script_opt_4_order_cost_50,sqlflow-2l9xh,2021-06-29T14:44:10Z,2021-06-29T14:44:44Z,34,45.0,45.0
script_opt_4_order_cost_50,sqlflow-7rvgc,2021-06-29T14:41:53Z,2021-06-29T14:44:15Z,142,259.0,259.0
script_opt_4_order_cost_50,sqlflow-kvctv,2021-06-29T14:41:42Z,2021-06-29T14:41:52Z,10,1.0,1.0
script_base_5_overlap_cost_100,sqlflow-h96vg,2021-06-28T21:01:08Z,2021-06-28T21:04:06Z,178,333.0,333.0
script_base_5_overlap_cost_100,sqlflow-z4hbr,2021-06-28T21:01:02Z,2021-06-28T21:01:12Z,10,1.0,1.0
script_base_5_overlap_cost_100,sqlflow-s5g2p,2021-06-28T21:10:13Z,2021-06-28T21:10:50Z,37,50.0,50.0
script_base_5_overlap_cost_100,sqlflow-7wqwj,2021-06-28T21:07:34Z,2021-06-28T21:10:18Z,164,307.0,307.0
script_base_5_overlap_cost_100,sqlflow-4nrnd,2021-06-28T21:07:04Z,2021-06-28T21:07:41Z,37,52.0,52.0
script_base_5_overlap_cost_100,sqlflow-lwtcq,2021-06-28T21:00:57Z,2021-06-28T21:01:07Z,10,1.0,1.0
script_base_5_overlap_cost_100,sqlflow-hcm7k,2021-06-28T21:03:59Z,2021-06-28T21:07:10Z,191,358.0,358.0
script_opt_4_order_cost_100,sqlflow-9q97q,2021-06-29T12:56:55Z,2021-06-29T12:57:05Z,10,6.0,6.0
script_opt_4_order_cost_100,sqlflow-2wkrr,2021-06-29T13:03:04Z,2021-06-29T13:03:35Z,31,39.0,39.0
script_opt_4_order_cost_100,sqlflow-4shxb,2021-06-29T12:56:26Z,2021-06-29T12:57:03Z,37,50.0,50.0
script_opt_4_order_cost_100,sqlflow-pvszq,2021-06-29T12:52:58Z,2021-06-29T12:53:08Z,10,1.0,1.0
script_opt_4_order_cost_100,sqlflow-w96rn,2021-06-29T12:57:02Z,2021-06-29T13:03:12Z,370,715.0,715.0
script_opt_4_order_cost_100,sqlflow-h27db,2021-06-29T12:53:04Z,2021-06-29T12:55:47Z,163,301.0,301.0
script_opt_4_order_cost_100,sqlflow-9q64p,2021-06-29T12:52:50Z,2021-06-29T12:53:00Z,10,5.0,5.0
script_opt_4_order_cost_100,sqlflow-h8l8l,2021-06-29T12:56:17Z,2021-06-29T12:56:27Z,10,9.0,9.0
script_opt_4_order_cost_100,sqlflow-hmt6l,2021-06-29T12:55:41Z,2021-06-29T12:56:24Z,43,63.0,63.0
script_opt_0_order_cost_50,sqlflow-w98sx,2021-06-29T14:05:13Z,2021-06-29T14:05:46Z,33,35.0,35.0
script_opt_0_order_cost_50,sqlflow-tbwkf,2021-06-29T14:01:38Z,2021-06-29T14:04:20Z,162,297.0,297.0
script_opt_0_order_cost_50,sqlflow-d2ffd,2021-06-29T14:04:40Z,2021-06-29T14:05:11Z,31,35.0,35.0
script_opt_0_order_cost_50,sqlflow-z4hw5,2021-06-29T13:58:20Z,2021-06-29T13:58:30Z,10,3.0,3.0
script_opt_0_order_cost_50,sqlflow-9dj6l,2021-06-29T14:05:39Z,2021-06-29T14:05:49Z,10,1.0,1.0
script_opt_0_order_cost_50,sqlflow-wtsdv,2021-06-29T14:04:15Z,2021-06-29T14:04:47Z,32,42.0,42.0
script_opt_0_order_cost_50,sqlflow-q7pwm,2021-06-29T14:05:06Z,2021-06-29T14:05:16Z,10,5.0,5.0
script_opt_0_order_cost_50,sqlflow-gm67z,2021-06-29T13:58:26Z,2021-06-29T14:01:46Z,200,373.0,373.0
script_opt_0_order_cost_50,sqlflow-hzbch,2021-06-29T13:58:11Z,2021-06-29T13:58:21Z,10,6.0,6.0
script_opt_1_overlap_cost_150,sqlflow-ls66s,2021-06-28T16:25:22Z,2021-06-28T16:25:32Z,10,2.0,2.0
script_opt_1_overlap_cost_150,sqlflow-hh6ld,2021-06-28T16:25:34Z,2021-06-28T16:31:10Z,336,650.0,650.0
script_opt_1_overlap_cost_150,sqlflow-ck7c5,2021-06-28T16:25:29Z,2021-06-28T16:25:39Z,10,2.0,2.0
script_opt_1_overlap_cost_150,sqlflow-5647z,2021-06-28T16:36:26Z,2021-06-28T16:36:58Z,32,42.0,42.0
script_opt_1_overlap_cost_150,sqlflow-gtvkx,2021-06-28T16:31:04Z,2021-06-28T16:36:30Z,326,628.0,628.0
