experiment,workflow,startedAt,finishedAt,duration,resourcesDuration_cpu,resourcesDuration_memory
script_opt_0_overlap_cost_150,sqlflow-5n6rn,2021-07-02T02:27:45Z,2021-07-02T02:34:12Z,387,746.0,746.0
script_opt_0_overlap_cost_150,sqlflow-l99qp,2021-07-02T02:34:06Z,2021-07-02T02:34:37Z,31,42.0,42.0
script_opt_9_order_cost_50,sqlflow-wcwhz,2021-07-02T08:03:24Z,2021-07-02T08:04:08Z,44,61.0,61.0
script_opt_9_order_cost_50,sqlflow-5654k,2021-07-02T07:59:40Z,2021-07-02T07:59:50Z,10,5.0,5.0
script_opt_9_order_cost_50,sqlflow-gx8v5,2021-07-02T08:04:01Z,2021-07-02T08:04:11Z,10,6.0,6.0
script_opt_9_order_cost_50,sqlflow-s2xrt,2021-07-02T07:59:34Z,2021-07-02T07:59:44Z,10,2.0,2.0
script_opt_9_order_cost_50,sqlflow-bb6t4,2021-07-02T07:59:49Z,2021-07-02T08:03:31Z,222,421.0,421.0
script_base_4_overlap_cost_100,sqlflow-4dmp4,2021-07-01T23:11:08Z,2021-07-01T23:11:18Z,10,3.0,3.0
script_base_4_overlap_cost_100,sqlflow-69qnv,2021-07-01T23:11:00Z,2021-07-01T23:11:10Z,10,1.0,1.0
script_base_4_overlap_cost_100,sqlflow-ldsp2,2021-07-01T23:14:00Z,2021-07-01T23:18:11Z,251,472.0,472.0
script_base_4_overlap_cost_100,sqlflow-xqffd,2021-07-01T23:11:15Z,2021-07-01T23:14:08Z,173,317.0,317.0
script_base_4_overlap_cost_100,sqlflow-bfpdb,2021-07-01T23:18:05Z,2021-07-01T23:18:40Z,35,42.0,42.0
script_opt_9_overlap_cost_100,sqlflow-8gdpl,2021-07-02T08:10:56Z,2021-07-02T08:13:58Z,182,339.0,339.0
script_opt_9_overlap_cost_100,sqlflow-pgkcc,2021-07-02T08:04:20Z,2021-07-02T08:04:30Z,10,1.0,1.0
script_opt_9_overlap_cost_100,sqlflow-kvlc7,2021-07-02T08:10:29Z,2021-07-02T08:11:03Z,34,43.0,43.0
script_opt_9_overlap_cost_100,sqlflow-rv5rr,2021-07-02T08:04:25Z,2021-07-02T08:07:49Z,204,385.0,385.0
script_opt_9_overlap_cost_100,sqlflow-kq546,2021-07-02T08:13:51Z,2021-07-02T08:14:26Z,35,47.0,47.0
script_opt_9_overlap_cost_100,sqlflow-7mv5f,2021-07-02T08:04:15Z,2021-07-02T08:04:25Z,10,1.0,1.0
script_opt_9_overlap_cost_100,sqlflow-p6r76,2021-07-02T08:07:42Z,2021-07-02T08:10:37Z,175,319.0,319.0
script_base_1_overlap_cost_50,sqlflow-ccpw4,2021-07-01T22:12:39Z,2021-07-01T22:12:49Z,10,2.0,2.0
script_base_1_overlap_cost_50,sqlflow-8fj42,2021-07-01T22:12:44Z,2021-07-01T22:15:51Z,187,350.0,350.0
script_base_1_overlap_cost_50,sqlflow-cr4hg,2021-07-01T22:18:31Z,2021-07-01T22:19:06Z,35,48.0,48.0
script_base_1_overlap_cost_50,sqlflow-f8rf4,2021-07-01T22:12:31Z,2021-07-01T22:12:41Z,10,5.0,5.0
script_base_1_overlap_cost_50,sqlflow-r7jxm,2021-07-01T22:15:47Z,2021-07-01T22:18:36Z,169,308.0,308.0
script_opt_7_order_cost_50,sqlflow-h7599,2021-07-02T06:50:33Z,2021-07-02T06:53:00Z,147,268.0,268.0
script_opt_7_order_cost_50,sqlflow-jgftv,2021-07-02T06:50:28Z,2021-07-02T06:50:38Z,10,1.0,1.0
script_opt_7_order_cost_50,sqlflow-xbxbq,2021-07-02T06:50:22Z,2021-07-02T06:50:32Z,10,1.0,1.0
script_opt_7_order_cost_50,sqlflow-zjcn6,2021-07-02T06:53:26Z,2021-07-02T06:53:36Z,10,5.0,5.0
script_opt_7_order_cost_50,sqlflow-rgnvq,2021-07-02T06:52:52Z,2021-07-02T06:53:34Z,42,59.0,59.0
script_base_8_overlap_cost_150,sqlflow-x9gvj,2021-07-02T01:14:12Z,2021-07-02T01:14:22Z,10,1.0,1.0
script_base_8_overlap_cost_150,sqlflow-ckwzj,2021-07-02T01:28:07Z,2021-07-02T01:28:43Z,36,49.0,49.0
script_base_8_overlap_cost_150,sqlflow-wbddm,2021-07-02T01:16:58Z,2021-07-02T01:25:23Z,505,980.0,980.0
script_base_8_overlap_cost_150,sqlflow-cp8mm,2021-07-02T01:14:08Z,2021-07-02T01:14:18Z,10,1.0,1.0
script_base_8_overlap_cost_150,sqlflow-t8dwx,2021-07-02T01:25:45Z,2021-07-02T01:28:14Z,149,270.0,270.0
script_base_8_overlap_cost_150,sqlflow-mrmb2,2021-07-02T01:25:17Z,2021-07-02T01:25:53Z,36,49.0,49.0
script_base_8_overlap_cost_150,sqlflow-b46sx,2021-07-02T01:14:18Z,2021-07-02T01:17:05Z,167,310.0,310.0
script_opt_5_overlap_cost_150,sqlflow-wjqbr,2021-07-02T06:22:04Z,2021-07-02T06:22:40Z,36,49.0,49.0
script_opt_5_overlap_cost_150,sqlflow-q8vbp,2021-07-02T06:06:48Z,2021-07-02T06:06:58Z,10,2.0,2.0
script_opt_5_overlap_cost_150,sqlflow-snbqs,2021-07-02T06:06:52Z,2021-07-02T06:12:35Z,343,658.0,658.0
script_opt_5_overlap_cost_150,sqlflow-9788p,2021-07-02T06:18:19Z,2021-07-02T06:18:58Z,39,47.0,47.0
script_opt_5_overlap_cost_150,sqlflow-nq82g,2021-07-02T06:18:50Z,2021-07-02T06:22:11Z,201,378.0,378.0
script_opt_5_overlap_cost_150,sqlflow-n4q7z,2021-07-02T06:12:28Z,2021-07-02T06:18:26Z,358,694.0,694.0
script_opt_5_overlap_cost_150,sqlflow-g7qpr,2021-07-02T06:06:43Z,2021-07-02T06:06:53Z,10,1.0,1.0
script_opt_3_order_cost_50,sqlflow-prlvb,2021-07-02T04:38:16Z,2021-07-02T04:38:50Z,34,40.0,40.0
script_opt_3_order_cost_50,sqlflow-fwbqn,2021-07-02T04:33:45Z,2021-07-02T04:33:55Z,10,1.0,1.0
script_opt_3_order_cost_50,sqlflow-qhrzd,2021-07-02T04:38:52Z,2021-07-02T04:39:20Z,28,30.0,30.0
script_opt_3_order_cost_50,sqlflow-w57tk,2021-07-02T04:33:50Z,2021-07-02T04:38:24Z,274,523.0,523.0
script_opt_3_order_cost_50,sqlflow-nd4n8,2021-07-02T04:39:14Z,2021-07-02T04:39:24Z,10,1.0,1.0
script_opt_3_order_cost_50,sqlflow-n4j5v,2021-07-02T04:39:58Z,2021-07-02T04:40:39Z,41,59.0,59.0
script_opt_3_order_cost_50,sqlflow-c5f7j,2021-07-02T04:33:40Z,2021-07-02T04:33:50Z,10,2.0,2.0
script_opt_3_order_cost_50,sqlflow-d9rwv,2021-07-02T04:39:51Z,2021-07-02T04:40:01Z,10,7.0,7.0
script_opt_3_order_cost_50,sqlflow-h692z,2021-07-02T04:40:36Z,2021-07-02T04:40:46Z,10,5.0,5.0
script_opt_3_order_cost_50,sqlflow-pp2zq,2021-07-02T04:39:21Z,2021-07-02T04:39:56Z,35,47.0,47.0
script_opt_3_order_cost_50,sqlflow-gwd6l,2021-07-02T04:38:46Z,2021-07-02T04:38:56Z,10,1.0,1.0
script_opt_1_overlap_cost_50,sqlflow-gxk5h,2021-07-02T03:34:33Z,2021-07-02T03:37:56Z,203,382.0,382.0
script_opt_1_overlap_cost_50,sqlflow-v2b6t,2021-07-02T03:34:27Z,2021-07-02T03:34:37Z,10,2.0,2.0
script_opt_1_overlap_cost_50,sqlflow-lc4s9,2021-07-02T03:34:22Z,2021-07-02T03:34:32Z,10,2.0,2.0
script_base_1_overlap_cost_100,sqlflow-8xt6x,2021-07-01T21:51:48Z,2021-07-01T21:54:35Z,167,312.0,312.0
script_base_1_overlap_cost_100,sqlflow-ttf8l,2021-07-01T21:51:39Z,2021-07-01T21:51:49Z,10,2.0,2.0
script_base_1_overlap_cost_100,sqlflow-j4r5g,2021-07-01T21:59:53Z,2021-07-01T22:00:29Z,36,41.0,41.0
script_base_1_overlap_cost_100,sqlflow-t4d7l,2021-07-01T21:51:43Z,2021-07-01T21:51:53Z,10,1.0,1.0
script_base_1_overlap_cost_100,sqlflow-npghd,2021-07-01T21:54:28Z,2021-07-01T22:00:00Z,332,641.0,641.0
script_opt_2_order_cost_100,sqlflow-ltfwb,2021-07-02T03:44:20Z,2021-07-02T03:48:09Z,229,434.0,434.0
script_opt_2_order_cost_100,sqlflow-hjw2n,2021-07-02T03:42:45Z,2021-07-02T03:43:13Z,28,30.0,30.0
script_opt_2_order_cost_100,sqlflow-f4xmt,2021-07-02T03:41:49Z,2021-07-02T03:42:41Z,52,77.0,77.0
script_opt_2_order_cost_100,sqlflow-bg2x6,2021-07-02T03:38:11Z,2021-07-02T03:38:22Z,11,5.0,5.0
script_opt_2_order_cost_100,sqlflow-fglt7,2021-07-02T03:38:20Z,2021-07-02T03:41:57Z,217,409.0,409.0
script_opt_2_order_cost_100,sqlflow-g9l8f,2021-07-02T03:48:02Z,2021-07-02T03:49:20Z,78,127.0,127.0
script_opt_2_order_cost_100,sqlflow-mbnc7,2021-07-02T03:44:08Z,2021-07-02T03:44:18Z,10,11.0,11.0
script_opt_2_order_cost_100,sqlflow-tksrd,2021-07-02T03:43:06Z,2021-07-02T03:43:16Z,10,3.0,3.0
script_opt_2_order_cost_100,sqlflow-w5dz8,2021-07-02T03:43:29Z,2021-07-02T03:43:39Z,10,1.0,1.0
script_opt_2_order_cost_100,sqlflow-22s4v,2021-07-02T03:38:01Z,2021-07-02T03:38:11Z,10,1.0,1.0
script_opt_2_order_cost_100,sqlflow-mxmcp,2021-07-02T03:43:35Z,2021-07-02T03:44:15Z,40,54.0,54.0
script_opt_2_order_cost_100,sqlflow-2p5zb,2021-07-02T03:43:13Z,2021-07-02T03:43:36Z,23,19.0,19.0
script_opt_2_order_cost_100,sqlflow-zpl8q,2021-07-02T03:42:34Z,2021-07-02T03:42:44Z,10,12.0,12.0
script_base_3_overlap_cost_150,sqlflow-hfwlj,2021-07-01T22:58:20Z,2021-07-01T23:05:03Z,403,781.0,781.0
script_base_3_overlap_cost_150,sqlflow-jvk48,2021-07-01T22:58:12Z,2021-07-01T22:58:23Z,11,1.0,1.0
script_base_3_overlap_cost_150,sqlflow-ddmpc,2021-07-01T22:58:06Z,2021-07-01T22:58:16Z,10,1.0,1.0
script_opt_7_overlap_cost_100,sqlflow-wwlrl,2021-07-02T06:53:45Z,2021-07-02T06:53:55Z,10,1.0,1.0
script_opt_7_overlap_cost_100,sqlflow-xw2cn,2021-07-02T06:57:03Z,2021-07-02T07:01:08Z,245,462.0,462.0
script_opt_7_overlap_cost_100,sqlflow-tbwn2,2021-07-02T07:01:01Z,2021-07-02T07:01:35Z,34,43.0,43.0
script_opt_7_overlap_cost_100,sqlflow-dzz8d,2021-07-02T06:53:39Z,2021-07-02T06:53:49Z,10,1.0,1.0
script_opt_7_overlap_cost_100,sqlflow-z9xhn,2021-07-02T06:53:51Z,2021-07-02T06:57:09Z,198,373.0,373.0
script_opt_3_overlap_cost_100,sqlflow-mbjs2,2021-07-02T04:41:04Z,2021-07-02T04:41:14Z,10,1.0,1.0
script_opt_3_overlap_cost_100,sqlflow-llllt,2021-07-02T04:41:11Z,2021-07-02T04:43:41Z,150,272.0,272.0
script_opt_3_overlap_cost_100,sqlflow-l2857,2021-07-02T04:43:33Z,2021-07-02T04:47:37Z,244,465.0,465.0
script_opt_3_overlap_cost_100,sqlflow-b2fpb,2021-07-02T04:47:55Z,2021-07-02T04:51:07Z,192,362.0,362.0
script_opt_3_overlap_cost_100,sqlflow-m9bxw,2021-07-02T04:47:31Z,2021-07-02T04:48:03Z,32,41.0,41.0
script_opt_3_overlap_cost_100,sqlflow-j79xw,2021-07-02T04:51:01Z,2021-07-02T04:51:38Z,37,47.0,47.0
script_opt_3_overlap_cost_100,sqlflow-654qx,2021-07-02T04:40:58Z,2021-07-02T04:41:08Z,10,1.0,1.0
script_opt_3_order_cost_100,sqlflow-kvp5z,2021-07-02T04:24:47Z,2021-07-02T04:24:57Z,10,2.0,2.0
script_opt_3_order_cost_100,sqlflow-5t24b,2021-07-02T04:24:54Z,2021-07-02T04:25:04Z,10,2.0,2.0
script_opt_3_order_cost_100,sqlflow-6rlfg,2021-07-02T04:33:02Z,2021-07-02T04:33:31Z,29,35.0,35.0
script_opt_3_order_cost_100,sqlflow-brpxg,2021-07-02T04:31:58Z,2021-07-02T04:32:20Z,22,22.0,22.0
script_opt_3_order_cost_100,sqlflow-hv2hj,2021-07-02T04:32:13Z,2021-07-02T04:32:23Z,10,3.0,3.0
script_opt_3_order_cost_100,sqlflow-fltgr,2021-07-02T04:32:53Z,2021-07-02T04:33:03Z,10,8.0,8.0
script_opt_3_order_cost_100,sqlflow-pp47x,2021-07-02T04:31:52Z,2021-07-02T04:32:02Z,10,1.0,1.0
script_opt_3_order_cost_100,sqlflow-vxmsb,2021-07-02T04:31:33Z,2021-07-02T04:31:53Z,20,24.0,24.0
script_opt_3_order_cost_100,sqlflow-gtkm9,2021-07-02T04:33:26Z,2021-07-02T04:33:36Z,10,4.0,4.0
script_opt_3_order_cost_100,sqlflow-sl5hj,2021-07-02T04:25:00Z,2021-07-02T04:31:36Z,396,766.0,766.0
script_opt_3_order_cost_100,sqlflow-nx7sb,2021-07-02T04:32:18Z,2021-07-02T04:33:01Z,43,56.0,56.0
script_base_7_overlap_cost_150,sqlflow-fjq6j,2021-07-02T00:49:25Z,2021-07-02T00:57:42Z,497,971.0,971.0
script_base_7_overlap_cost_150,sqlflow-vvzpg,2021-07-02T01:00:50Z,2021-07-02T01:01:22Z,32,42.0,42.0
script_base_7_overlap_cost_150,sqlflow-tgxpm,2021-07-02T01:01:14Z,2021-07-02T01:03:40Z,146,269.0,269.0
script_base_7_overlap_cost_150,sqlflow-rhb2d,2021-07-02T00:49:20Z,2021-07-02T00:49:30Z,10,1.0,1.0
script_base_7_overlap_cost_150,sqlflow-9xfpz,2021-07-02T00:57:35Z,2021-07-02T01:00:57Z,202,376.0,376.0
script_base_7_overlap_cost_150,sqlflow-64rvr,2021-07-02T01:03:33Z,2021-07-02T01:04:07Z,34,45.0,45.0
script_base_7_overlap_cost_150,sqlflow-7x66r,2021-07-02T00:49:14Z,2021-07-02T00:49:24Z,10,3.0,3.0
script_opt_9_overlap_cost_50,sqlflow-km5p9,2021-07-02T08:30:25Z,2021-07-02T08:34:09Z,224,423.0,423.0
script_opt_9_overlap_cost_50,sqlflow-pwmjg,2021-07-02T08:30:21Z,2021-07-02T08:30:31Z,10,1.0,1.0
script_opt_9_overlap_cost_50,sqlflow-hc2ft,2021-07-02T08:30:13Z,2021-07-02T08:30:23Z,10,2.0,2.0
script_opt_8_overlap_cost_100,sqlflow-r4d7r,2021-07-02T07:39:31Z,2021-07-02T07:42:00Z,149,274.0,274.0
script_opt_8_overlap_cost_100,sqlflow-p544h,2021-07-02T07:38:59Z,2021-07-02T07:39:38Z,39,53.0,53.0
script_opt_8_overlap_cost_100,sqlflow-rb97r,2021-07-02T07:32:43Z,2021-07-02T07:36:19Z,216,406.0,406.0
script_opt_8_overlap_cost_100,sqlflow-c97j8,2021-07-02T07:41:53Z,2021-07-02T07:42:30Z,37,52.0,52.0
script_opt_8_overlap_cost_100,sqlflow-4w24q,2021-07-02T07:32:37Z,2021-07-02T07:32:47Z,10,1.0,1.0
script_opt_8_overlap_cost_100,sqlflow-z87vz,2021-07-02T07:36:12Z,2021-07-02T07:39:06Z,174,321.0,321.0
script_opt_8_overlap_cost_100,sqlflow-bwkjl,2021-07-02T07:32:29Z,2021-07-02T07:32:39Z,10,2.0,2.0
script_opt_4_order_cost_50,sqlflow-7czb5,2021-07-02T05:12:05Z,2021-07-02T05:12:15Z,10,2.0,2.0
script_opt_4_order_cost_50,sqlflow-vcr5s,2021-07-02T05:12:10Z,2021-07-02T05:14:38Z,148,274.0,274.0
script_opt_4_order_cost_50,sqlflow-b5c9r,2021-07-02T05:14:33Z,2021-07-02T05:15:11Z,38,52.0,52.0
script_opt_4_order_cost_50,sqlflow-wm7nv,2021-07-02T05:15:05Z,2021-07-02T05:15:15Z,10,7.0,7.0
script_opt_4_order_cost_50,sqlflow-sd78p,2021-07-02T05:11:58Z,2021-07-02T05:12:08Z,10,1.0,1.0
script_opt_6_overlap_cost_50,sqlflow-fvrwh,2021-07-02T06:46:55Z,2021-07-02T06:49:51Z,176,324.0,324.0
script_opt_6_overlap_cost_50,sqlflow-qf97s,2021-07-02T06:43:51Z,2021-07-02T06:47:02Z,191,358.0,358.0
script_opt_6_overlap_cost_50,sqlflow-lzh89,2021-07-02T06:43:41Z,2021-07-02T06:43:51Z,10,3.0,3.0
script_opt_6_overlap_cost_50,sqlflow-dqh9g,2021-07-02T06:49:44Z,2021-07-02T06:50:17Z,33,43.0,43.0
script_opt_6_overlap_cost_50,sqlflow-zwm5q,2021-07-02T06:43:47Z,2021-07-02T06:43:57Z,10,2.0,2.0
script_base_5_overlap_cost_100,sqlflow-qf5hr,2021-07-01T23:47:37Z,2021-07-01T23:50:40Z,183,341.0,341.0
script_base_5_overlap_cost_100,sqlflow-lh4bx,2021-07-01T23:41:09Z,2021-07-01T23:41:19Z,10,1.0,1.0
script_base_5_overlap_cost_100,sqlflow-h7vtn,2021-07-01T23:47:02Z,2021-07-01T23:47:42Z,40,53.0,53.0
script_base_5_overlap_cost_100,sqlflow-ml2n7,2021-07-01T23:41:17Z,2021-07-01T23:44:02Z,165,305.0,305.0
script_base_5_overlap_cost_100,sqlflow-6jcn9,2021-07-01T23:41:12Z,2021-07-01T23:41:22Z,10,2.0,2.0
script_base_5_overlap_cost_100,sqlflow-zpmq9,2021-07-01T23:50:33Z,2021-07-01T23:51:08Z,35,47.0,47.0
script_base_5_overlap_cost_100,sqlflow-kfzfs,2021-07-01T23:43:55Z,2021-07-01T23:47:09Z,194,362.0,362.0
script_opt_4_order_cost_100,sqlflow-j5v94,2021-07-02T05:04:56Z,2021-07-02T05:05:06Z,10,2.0,2.0
script_opt_4_order_cost_100,sqlflow-kfkpd,2021-07-02T05:05:04Z,2021-07-02T05:05:14Z,10,1.0,1.0
script_opt_4_order_cost_100,sqlflow-xwjjw,2021-07-02T05:05:09Z,2021-07-02T05:11:55Z,406,787.0,787.0
script_opt_0_order_cost_50,sqlflow-gk645,2021-07-02T02:12:19Z,2021-07-02T02:12:41Z,22,21.0,21.0
script_opt_0_order_cost_50,sqlflow-rq9cj,2021-07-02T02:12:36Z,2021-07-02T02:12:46Z,10,2.0,2.0
script_opt_0_order_cost_50,sqlflow-ql2qp,2021-07-02T02:06:07Z,2021-07-02T02:06:17Z,10,2.0,2.0
script_opt_0_order_cost_50,sqlflow-nv926,2021-07-02T02:06:17Z,2021-07-02T02:11:56Z,339,655.0,655.0
script_opt_0_order_cost_50,sqlflow-dvc9c,2021-07-02T02:12:15Z,2021-07-02T02:12:25Z,10,3.0,3.0
script_opt_0_order_cost_50,sqlflow-8dmbb,2021-07-02T02:06:12Z,2021-07-02T02:06:22Z,10,1.0,1.0
script_opt_0_order_cost_50,sqlflow-9x68s,2021-07-02T02:11:49Z,2021-07-02T02:12:22Z,33,40.0,40.0
script_opt_10_overlap_cost_100,sqlflow-lsq7b,2021-07-02T02:41:48Z,2021-07-02T02:41:58Z,10,1.0,1.0
script_opt_10_overlap_cost_100,sqlflow-jkxqz,2021-07-02T02:51:31Z,2021-07-02T02:52:07Z,36,51.0,51.0
script_opt_10_overlap_cost_100,sqlflow-s7c8s,2021-07-02T02:46:58Z,2021-07-02T02:47:38Z,40,51.0,51.0
script_opt_10_overlap_cost_100,sqlflow-7j7vw,2021-07-02T02:47:31Z,2021-07-02T02:51:37Z,246,467.0,467.0
script_opt_10_overlap_cost_100,sqlflow-rdmxn,2021-07-02T02:41:54Z,2021-07-02T02:44:47Z,173,323.0,323.0
script_opt_10_overlap_cost_100,sqlflow-btstt,2021-07-02T02:41:43Z,2021-07-02T02:41:53Z,10,1.0,1.0
script_opt_10_overlap_cost_100,sqlflow-jw72w,2021-07-02T02:44:41Z,2021-07-02T02:47:06Z,145,265.0,265.0
script_base_6_overlap_cost_50,sqlflow-wp2vc,2021-07-02T00:33:55Z,2021-07-02T00:34:05Z,10,1.0,1.0
script_base_6_overlap_cost_50,sqlflow-tk6sn,2021-07-02T00:39:24Z,2021-07-02T00:39:58Z,34,43.0,43.0
script_base_6_overlap_cost_50,sqlflow-vwh6k,2021-07-02T00:33:49Z,2021-07-02T00:33:59Z,10,1.0,1.0
script_base_6_overlap_cost_50,sqlflow-dgcpc,2021-07-02T00:34:00Z,2021-07-02T00:36:50Z,170,317.0,317.0
script_base_6_overlap_cost_50,sqlflow-fwgsw,2021-07-02T00:36:43Z,2021-07-02T00:39:31Z,168,310.0,310.0
script_opt_1_overlap_cost_150,sqlflow-zsd6d,2021-07-02T03:22:35Z,2021-07-02T03:22:45Z,10,3.0,3.0
script_opt_1_overlap_cost_150,sqlflow-tzt4s,2021-07-02T03:22:40Z,2021-07-02T03:22:50Z,10,5.0,5.0
script_opt_1_overlap_cost_150,sqlflow-r8xw4,2021-07-02T03:33:45Z,2021-07-02T03:34:17Z,32,41.0,41.0
script_opt_1_overlap_cost_150,sqlflow-dch9g,2021-07-02T03:22:48Z,2021-07-02T03:28:28Z,340,656.0,656.0
script_opt_1_overlap_cost_150,sqlflow-mj62l,2021-07-02T03:28:21Z,2021-07-02T03:33:52Z,331,635.0,635.0
